id,station_id,time,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration
2975648,CD1,2018-04-27 00:00:00,8.0,14.4,23.8,,,
2975649,BL0,2018-04-27 00:00:00,,,,,,
2975650,GR4,2018-04-27 00:00:00,5.3,11.9,11.3,,,
2975651,MY7,2018-04-27 00:00:00,10.8,24.2,,,,
2975652,HV1,2018-04-27 00:00:00,7.7,17.0,35.1,,,
2975653,GN3,2018-04-27 00:00:00,6.4,15.9,24.6,,,
2975654,GR9,2018-04-27 00:00:00,5.0,15.3,35.4,,,
2975655,LW2,2018-04-27 00:00:00,12.4,11.3,34.0,,,
2975656,GN0,2018-04-27 00:00:00,9.1,13.3,16.7,,,
2975657,KF1,2018-04-27 00:00:00,,9.4,,,,
2975658,CD9,2018-04-27 00:00:00,,,73.4,,,
2975659,CT3,2018-04-27 00:00:00,22.0,,,,,
2975660,CT2,2018-04-27 00:00:00,10.0,,,,,
2975661,BX9,2018-04-27 00:00:00,5.9,,,,,
2975662,BX1,2018-04-27 00:00:00,,,9.4,,,
2975663,TH4,2018-04-27 00:00:00,6.3,20.3,48.7,,,
2975664,ST5,2018-04-27 00:00:00,10.0,,17.5,,,
2975665,RB7,2018-04-27 00:00:00,9.0,,30.7,,,
2975666,TD5,2018-04-27 00:00:00,6.0,,,,,
2975704,CD1,2018-04-27 01:00:00,8.1,14.2,14.3,,,
2975705,BL0,2018-04-27 01:00:00,1.7,13.2,17.0,,,
2975706,GR4,2018-04-27 01:00:00,4.4,16.3,10.1,,,
2975707,MY7,2018-04-27 01:00:00,8.7,23.7,,,,
2975708,HV1,2018-04-27 01:00:00,3.2,9.9,25.1,,,
2975709,GN3,2018-04-27 01:00:00,6.4,15.5,13.7,,,
2975710,GR9,2018-04-27 01:00:00,4.7,15.0,19.4,,,
2975711,LW2,2018-04-27 01:00:00,11.0,9.3,17.6,,,
2975712,GN0,2018-04-27 01:00:00,9.4,12.6,14.1,,,
2975713,KF1,2018-04-27 01:00:00,,,,,,
2975714,CD9,2018-04-27 01:00:00,,,48.3,,,
2975715,CT3,2018-04-27 01:00:00,3.0,,,,,
2975716,CT2,2018-04-27 01:00:00,,,,,,
2975717,BX9,2018-04-27 01:00:00,7.6,,,,,
2975718,BX1,2018-04-27 01:00:00,,,1.8,,,
2975719,TH4,2018-04-27 01:00:00,7.7,22.5,40.8,,,
2975720,ST5,2018-04-27 01:00:00,9.0,,18.6,,,
2975721,RB7,2018-04-27 01:00:00,11.0,,23.0,,,
2975722,TD5,2018-04-27 01:00:00,5.8,,,,,
2975724,CD1,2018-04-27 02:00:00,7.0,15.9,13.6,,,
2975725,BL0,2018-04-27 02:00:00,,,,,,
2975726,GR4,2018-04-27 02:00:00,4.9,15.7,7.5,,,
2975727,MY7,2018-04-27 02:00:00,9.1,24.3,,,,
2975728,HV1,2018-04-27 02:00:00,13.6,19.7,30.6,,,
2975729,GN3,2018-04-27 02:00:00,7.1,15.4,13.5,,,
2975730,GR9,2018-04-27 02:00:00,6.1,17.7,29.7,,,
2975731,LW2,2018-04-27 02:00:00,9.3,13.6,16.5,,,
2975732,GN0,2018-04-27 02:00:00,6.7,15.0,11.8,,,
2975733,KF1,2018-04-27 02:00:00,,,,,,
2975734,CD9,2018-04-27 02:00:00,,,65.2,,,
2975735,CT3,2018-04-27 02:00:00,6.0,,,,,
2975736,CT2,2018-04-27 02:00:00,,,,,,
2975737,BX9,2018-04-27 02:00:00,7.8,,,,,
2975738,BX1,2018-04-27 02:00:00,,,2.4,,,
2975739,TH4,2018-04-27 02:00:00,8.1,20.2,51.3,,,
2975740,ST5,2018-04-27 02:00:00,9.0,,17.0,,,
2975741,RB7,2018-04-27 02:00:00,,,24.0,,,
2975742,TD5,2018-04-27 02:00:00,6.1,,,,,
2975780,CD1,2018-04-27 03:00:00,8.4,18.1,16.8,,,
2975781,BL0,2018-04-27 03:00:00,,14.6,15.7,,,
2975782,GR4,2018-04-27 03:00:00,6.1,14.0,7.3,,,
2975783,MY7,2018-04-27 03:00:00,9.4,24.2,,,,
2975784,HV1,2018-04-27 03:00:00,9.2,17.8,37.7,,,
2975785,GN3,2018-04-27 03:00:00,6.4,15.4,20.0,,,
2975786,GR9,2018-04-27 03:00:00,3.2,15.8,26.9,,,
2975787,LW2,2018-04-27 03:00:00,9.5,19.4,23.6,,,
2975788,GN0,2018-04-27 03:00:00,8.2,12.3,10.2,,,
2975789,KF1,2018-04-27 03:00:00,,11.7,,,,
2975790,CD9,2018-04-27 03:00:00,,,64.9,,,
2975791,CT3,2018-04-27 03:00:00,6.0,,,,,
2975792,CT2,2018-04-27 03:00:00,,,,,,
