id,station_id,time,weather,temperature,pressure,humidity,wind_direction,wind_speed
3045117,london_grid_000,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,8.24,1012.1427,86.0,40.19,21.71
3045118,london_grid_001,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,6.9,1011.2211,90.0,36.79,18.38
3045119,london_grid_002,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,5.56,1010.2995,93.0,31.9,15.13
3045120,london_grid_003,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,4.51,1007.6819,95.0,27.67,12.91
3045121,london_grid_004,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,3.73,1003.3683,97.0,25.5,11.61
3045122,london_grid_005,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,2.95,999.0547,98.0,22.8,10.34
3045123,london_grid_006,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,3.0,998.4915,98.0,25.55,10.36
3045124,london_grid_007,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,3.05,997.9283,98.0,28.29,10.4
3045125,london_grid_008,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,3.11,998.3987,98.0,29.85,10.51
3045126,london_grid_009,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,3.17,999.9027,98.0,30.25,10.67
3045127,london_grid_010,2018-04-29 00:00:00,CLEAR_DAY,3.24,1001.4067,98.0,30.64,10.83
3045128,london_grid_011,2018-04-29 00:00:00,CLEAR_DAY,3.02,999.4419,98.0,29.7,11.02
3045129,london_grid_012,2018-04-29 00:00:00,CLEAR_DAY,2.81,997.4771,98.0,28.79,11.22
3045130,london_grid_013,2018-04-29 00:00:00,CLEAR_DAY,2.7,997.2083,98.0,28.42,11.23
3045131,london_grid_014,2018-04-29 00:00:00,CLEAR_DAY,2.69,998.6355,98.0,28.59,11.05
3045132,london_grid_015,2018-04-29 00:00:00,CLEAR_DAY,2.69,1000.0627,97.0,28.76,10.87
3045133,london_grid_016,2018-04-29 00:00:00,CLEAR_DAY,2.85,1001.2659,96.0,29.52,10.7
3045134,london_grid_017,2018-04-29 00:00:00,CLEAR_DAY,3.01,1002.4691,96.0,30.3,10.54
3045135,london_grid_018,2018-04-29 00:00:00,CLEAR_DAY,3.37,1001.7619,94.0,32.12,10.24
3045136,london_grid_019,2018-04-29 00:00:00,CLEAR_DAY,3.93,999.1443,91.0,35.15,9.83
3045137,london_grid_020,2018-04-29 00:00:00,CLEAR_DAY,4.5,996.5267,88.0,38.44,9.46
3045138,london_grid_021,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,8.34,1012.2131,86.0,40.12,21.62
3045139,london_grid_022,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,7.06,1011.422,89.0,36.86,18.36
3045140,london_grid_023,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,5.78,1010.631,92.0,32.23,15.2
3045141,london_grid_024,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,4.75,1008.4115,95.0,28.15,13.01
3045142,london_grid_025,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,3.98,1004.7635,96.0,25.88,11.72
3045143,london_grid_026,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,3.21,1001.1155,98.0,23.05,10.45
3045144,london_grid_027,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,3.18,999.5897,98.0,25.61,10.55
3045145,london_grid_028,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,3.16,998.064,98.0,28.12,10.66
3045146,london_grid_029,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,3.16,997.687,98.0,29.57,10.78
3045147,london_grid_030,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,3.18,998.4589,98.0,30.0,10.88
3045148,london_grid_031,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,3.2,999.2307,98.0,30.42,10.99
3045149,london_grid_032,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,3.04,998.6534,98.0,29.23,11.12
3045150,london_grid_033,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,2.89,998.0761,98.0,28.07,11.26
3045151,london_grid_034,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,2.78,997.9315,98.0,27.47,11.26
3045152,london_grid_035,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,2.7,998.2195,98.0,27.41,11.14
3045153,london_grid_036,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,2.62,998.5075,98.0,27.36,11.01
3045154,london_grid_037,2018-04-29 00:00:00,CLEAR_DAY,2.79,1000.4454,97.0,27.95,10.84
3045155,london_grid_038,2018-04-29 00:00:00,CLEAR_DAY,2.95,1002.3833,96.0,28.56,10.66
3045156,london_grid_039,2018-04-29 00:00:00,CLEAR_DAY,3.28,1002.2982,94.0,30.0,10.38
3045157,london_grid_040,2018-04-29 00:00:00,CLEAR_DAY,3.76,1000.1901,91.0,32.41,9.99
3045158,london_grid_041,2018-04-29 00:00:00,CLEAR_DAY,4.24,998.0819,89.0,35.0,9.62
3045159,london_grid_042,2018-04-29 00:00:00,CLEAR_DAY,8.44,1012.2835,86.0,40.04,21.52
3045160,london_grid_043,2018-04-29 00:00:00,CLEAR_DAY,7.21,1011.623,89.0,36.94,18.35
3045161,london_grid_044,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,5.99,1010.9625,92.0,32.56,15.26
3045162,london_grid_045,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,4.99,1009.1411,94.0,28.62,13.11
3045163,london_grid_046,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,4.23,1006.1587,96.0,26.25,11.83
3045164,london_grid_047,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,3.47,1003.1763,98.0,23.3,10.57
3045165,london_grid_048,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,3.37,1000.688,98.0,25.67,10.74
3045166,london_grid_049,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,3.27,998.1996,98.0,27.96,10.93
3045167,london_grid_050,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,3.21,996.9753,98.0,29.3,11.05
3045168,london_grid_051,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,3.18,997.015,98.0,29.75,11.1
3045169,london_grid_052,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,3.16,997.0547,99.0,30.2,11.14
3045170,london_grid_053,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,3.06,997.865,98.0,28.76,11.22
3045171,london_grid_054,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,2.97,998.6752,98.0,27.35,11.3
3045172,london_grid_055,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,2.85,998.6547,98.0,26.52,11.3
3045173,london_grid_056,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,2.7,997.8035,98.0,26.26,11.22
3045174,london_grid_057,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,2.56,996.9523,98.0,25.99,11.15
3045175,london_grid_058,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,2.73,999.6249,97.0,26.42,10.97
3045176,london_grid_059,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,2.9,1002.2976,96.0,26.86,10.8
3045177,london_grid_060,2018-04-29 00:00:00,CLEAR_DAY,3.18,1002.8345,95.0,27.94,10.53
3045178,london_grid_061,2018-04-29 00:00:00,CLEAR_DAY,3.58,1001.2358,92.0,29.75,10.17
3045179,london_grid_062,2018-04-29 00:00:00,CLEAR_DAY,3.98,999.6371,90.0,31.68,9.82
3045180,london_grid_063,2018-04-29 00:00:00,CLEAR_DAY,8.52,1012.1907,86.0,40.23,21.46
3045181,london_grid_064,2018-04-29 00:00:00,CLEAR_DAY,7.33,1011.5596,89.0,37.33,18.28
3045182,london_grid_065,2018-04-29 00:00:00,CLEAR_DAY,6.14,1010.9286,92.0,33.22,15.16
3045183,london_grid_066,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,5.18,1009.4112,94.0,29.41,13.03
3045184,london_grid_067,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,4.44,1007.0073,96.0,26.98,11.82
3045185,london_grid_068,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,3.7,1004.6035,97.0,24.0,10.65
3045186,london_grid_069,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,3.53,1001.5545,98.0,26.01,10.88
3045187,london_grid_070,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,3.37,998.5056,98.0,27.93,11.13
3045188,london_grid_071,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,3.26,996.7782,99.0,29.05,11.25
3045189,london_grid_072,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,3.2,996.3725,99.0,29.43,11.25
3045190,london_grid_073,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,3.15,995.9667,99.0,29.8,11.25
3045191,london_grid_074,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,3.09,997.7126,99.0,28.18,11.28
3045192,london_grid_075,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,3.03,999.4586,98.0,26.57,11.33
3045193,london_grid_076,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,2.9,999.5322,98.0,25.51,11.33
3045194,london_grid_077,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,2.71,997.9334,98.0,24.99,11.28
3045195,london_grid_078,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,2.52,996.3347,98.0,24.47,11.24
3045196,london_grid_079,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,2.67,999.2467,97.0,24.74,11.07
3045197,london_grid_080,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,2.83,1002.1587,97.0,25.03,10.91
3045198,london_grid_081,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,3.04,1003.0758,95.0,25.79,10.66
3045199,london_grid_082,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,3.32,1001.998,93.0,27.08,10.33
3045200,london_grid_083,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,3.59,1000.9203,92.0,28.45,10.01
3045201,london_grid_084,2018-04-29 00:00:00,CLEAR_DAY,8.58,1011.9347,86.0,40.7,21.46
3045202,london_grid_085,2018-04-29 00:00:00,CLEAR_DAY,7.41,1011.232,89.0,38.06,18.14
3045203,london_grid_086,2018-04-29 00:00:00,CLEAR_DAY,6.23,1010.5292,92.0,34.25,14.88
3045204,london_grid_087,2018-04-29 00:00:00,CLEAR_DAY,5.29,1009.2217,94.0,30.57,12.76
3045205,london_grid_088,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,4.6,1007.3094,95.0,28.1,11.71
3045206,london_grid_089,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,3.9,1005.3971,97.0,25.15,10.7
3045207,london_grid_090,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,3.68,1002.1894,97.0,26.63,10.97
3045208,london_grid_091,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,3.45,998.9817,98.0,28.03,11.26
3045209,london_grid_092,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,3.3,997.0956,99.0,28.81,11.38
3045210,london_grid_093,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,3.24,996.5312,99.0,29.02,11.34
3045211,london_grid_094,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,3.17,995.9667,99.0,29.23,11.3
3045212,london_grid_095,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,3.12,998.1965,99.0,27.48,11.32
3045213,london_grid_096,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,3.07,1000.4262,98.0,25.73,11.34
3045214,london_grid_097,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,2.94,1000.5638,98.0,24.45,11.34
3045215,london_grid_098,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,2.72,998.6093,98.0,23.61,11.31
3045216,london_grid_099,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,2.5,996.6547,98.0,22.77,11.28
3045217,london_grid_100,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,2.62,999.3107,98.0,22.91,11.14
3045218,london_grid_101,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,2.74,1001.9667,97.0,23.05,10.99
3045219,london_grid_102,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,2.85,1003.022,96.0,23.53,10.77
3045220,london_grid_103,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,2.97,1002.4768,95.0,24.37,10.48
3045221,london_grid_104,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,3.08,1001.9315,94.0,25.27,10.2
3045222,london_grid_105,2018-04-29 00:00:00,CLEAR_DAY,8.65,1011.6787,85.0,41.16,21.46
3045223,london_grid_106,2018-04-29 00:00:00,CLEAR_DAY,7.48,1010.9043,89.0,38.8,18.01
3045224,london_grid_107,2018-04-29 00:00:00,CLEAR_DAY,6.32,1010.1299,92.0,35.33,14.61
3045225,london_grid_108,2018-04-29 00:00:00,CLEAR_DAY,5.41,1009.0323,94.0,31.77,12.49
3045226,london_grid_109,2018-04-29 00:00:00,CLEAR_DAY,4.76,1007.6115,95.0,29.24,11.61
3045227,london_grid_110,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,4.11,1006.1907,96.0,26.29,10.75
3045228,london_grid_111,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,3.82,1002.8243,97.0,27.23,11.07
3045229,london_grid_112,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,3.53,999.4579,98.0,28.12,11.39
3045230,london_grid_113,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,3.35,997.4131,99.0,28.57,11.51
3045231,london_grid_114,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,3.27,996.6899,99.0,28.62,11.43
3045232,london_grid_115,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,3.2,995.9667,99.0,28.66,11.35
3045233,london_grid_116,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,3.16,998.6803,99.0,26.78,11.35
3045234,london_grid_117,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,3.12,1001.3939,98.0,24.9,11.36
3045235,london_grid_118,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,2.97,1001.5955,98.0,23.38,11.36
3045236,london_grid_119,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,2.73,999.2851,98.0,22.24,11.35
3045237,london_grid_120,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,2.49,996.9747,99.0,21.09,11.33
3045238,london_grid_121,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,2.57,999.3747,98.0,21.1,11.21
3045239,london_grid_122,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,2.65,1001.7747,97.0,21.1,11.09
3045240,london_grid_123,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,2.66,1002.9683,97.0,21.32,10.9
3045241,london_grid_124,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,2.62,1002.9555,97.0,21.75,10.66
3045242,london_grid_125,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,2.58,1002.9427,96.0,22.2,10.41
3045243,london_grid_126,2018-04-29 00:00:00,CLEAR_DAY,8.71,1011.5955,85.0,41.58,21.71
3045244,london_grid_127,2018-04-29 00:00:00,CLEAR_DAY,7.72,1010.9977,88.0,39.25,18.87
3045245,london_grid_128,2018-04-29 00:00:00,CLEAR_DAY,6.73,1010.3999,91.0,36.1,16.06
3045246,london_grid_129,2018-04-29 00:00:00,CLEAR_DAY,5.8,1009.1052,93.0,32.89,13.95
3045247,london_grid_130,2018-04-29 00:00:00,CLEAR_DAY,4.94,1007.1136,95.0,30.11,12.5
3045248,london_grid_131,2018-04-29 00:00:00,CLEAR_DAY,4.09,1005.1219,96.0,26.6,11.09
3045249,london_grid_132,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,3.81,1002.3212,97.0,27.15,11.25
3045250,london_grid_133,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,3.54,999.5206,98.0,27.69,11.42
3045251,london_grid_134,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,3.38,997.9993,99.0,27.95,11.47
3045252,london_grid_135,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,3.34,997.7574,99.0,27.97,11.42
3045253,london_grid_136,2018-04-29 00:00:00,PARTLY_CLOUDY_DAY,3.29,997.5155,99.0,27.98,11.36
