day,hour,pm10,pm25
28,8,128.0,31.656
28,11,116.0,31.656
28,14,106.0,27.444
28,17,64.0,20.892
28,20,58.0,13.404
28,23,60.0,14.808
29,2,66.0,19.02
29,5,80.0,19.956
29,8,80.0,18.552
29,11,66.0,17.148
29,14,66.0,15.276
29,17,51.84,13.404
29,20,50.76,11.52
29,23,52.92,12.936
30,2,58.0,14.808
30,5,68.0,15.744
30,8,64.0,15.744
30,11,62.0,14.34
30,14,54.0,12.936
30,17,51.84,13.872
30,20,70.0,17.148
30,23,66.0,16.68
31,2,49.68,12.936
31,5,51.84,13.872
31,8,70.0,19.956
31,11,88.0,19.956
31,14,92.0,24.168
31,17,76.0,23.7
31,20,72.0,16.212
31,23,70.0,16.68
