day,hour,pm10,pm25
27,0,387.6,198.4
27,3,387.6,198.4
27,6,276.0,174.4
27,9,230.0,52.2
27,12,228.0,50.2
27,15,228.0,50.2
27,18,242.0,64.9
27,21,272.0,78.2
28,0,252.0,74.4
28,3,144.0,46.2
28,6,144.0,45.8
28,9,146.0,45.8
28,12,43.2,26.04
28,15,16.2,4.8
28,18,16.2,4.32
28,21,31.32,16.68
29,0,90.0,25.104
29,3,118.0,29.316
29,6,132.0,30.72
29,9,94.0,28.38
29,12,39.96,17.148
29,15,31.32,6.96
29,18,31.32,6.96
29,21,39.96,16.68
30,0,92.0,27.912
30,3,132.0,30.252
30,6,144.0,45.8
30,9,110.0,45.0
30,12,52.92,18.552
30,15,45.36,10.8
30,18,44.28,9.84
30,21,49.68,18.084
31,0,110.0,45.0
31,3,228.0,50.2
31,6,242.0,64.9
31,9,250.0,66.8
31,12,112.0,46.6
31,15,88.0,20.424
31,18,88.0,19.956
31,21,92.0,28.38
1,0,146.0,45.8
1,3,228.0,50.2
1,6,242.0,64.9
1,9,274.0,93.4
1,12,258.0,89.6
1,15,110.0,45.0
1,18,92.0,27.912
1,21,144.0,45.8
2,0,228.0,50.2
2,3,238.0,61.1
2,6,268.0,85.8
2,9,292.0,97.2
2,12,270.0,93.4
2,15,238.0,61.1
2,18,228.0,50.2
2,21,228.0,51.0
3,0,246.0,66.8
3,3,270.0,70.6
3,6,274.0,95.3
3,9,300.0,99.1
3,12,316.0,182.4
3,15,387.6,198.4
3,18,387.6,198.4
3,21,370.8,193.4
4,0,288.0,154.4
4,3,270.0,72.5
4,6,250.0,66.8
4,9,228.0,51.4
4,12,228.0,51.4
4,15,152.0,47.8
4,18,120.0,30.72
4,21,120.0,30.72
