day,hour,pm10,pm25
18,0,200.0,48.6
18,3,196.0,44.2
18,6,202.0,49.0
18,9,228.0,50.2
18,12,228.0,50.2
18,15,228.0,50.2
18,18,228.0,50.2
18,21,200.0,48.6
19,0,190.0,43.4
19,3,194.0,48.2
19,6,242.0,64.9
19,9,270.0,70.6
19,12,242.0,64.9
19,15,228.0,50.2
19,18,228.0,50.2
19,21,236.0,59.2
20,0,208.0,59.2
20,3,200.0,48.6
20,6,236.0,61.1
20,9,236.0,61.1
20,12,144.0,45.8
20,15,142.0,44.2
20,18,218.0,49.8
20,21,228.0,50.2
21,0,194.0,48.2
21,3,190.0,43.4
21,6,200.0,48.6
21,9,240.0,64.9
21,12,270.0,70.6
21,15,262.0,68.7
21,18,236.0,59.2
21,21,228.0,50.2
22,0,228.0,50.2
22,3,236.0,61.1
22,6,264.0,68.7
22,9,250.0,66.8
22,12,110.0,46.6
22,15,31.32,16.68
22,18,21.6,8.88
22,21,56.0,23.7
23,0,128.0,40.6
23,3,144.0,41.4
23,6,140.0,36.2
23,9,174.0,47.4
23,12,228.0,50.6
23,15,228.0,50.6
23,18,228.0,50.2
23,21,144.0,45.8
24,0,140.0,41.0
24,3,202.0,49.0
24,6,228.0,50.2
24,9,228.0,51.4
24,12,228.0,51.4
24,15,120.0,45.4
24,18,104.0,28.38
24,21,144.0,45.8
25,0,236.0,59.2
25,3,262.0,68.7
25,6,272.0,87.7
25,9,308.0,178.4
25,12,385.5,197.4
25,15,387.6,198.4
25,18,316.0,182.4
25,21,300.0,99.1
26,0,300.0,99.1
26,3,316.0,182.4
26,6,387.6,198.4
26,9,387.6,198.4
26,12,274.0,174.4
26,15,98.0,44.6
26,18,78.0,19.488
26,21,78.0,19.488
