day,hour,pm10,pm25
7,8,116.0,29.784
7,11,138.0,34.464
7,14,150.0,37.0
7,17,116.0,31.656
7,20,56.0,22.296
7,23,46.44,13.872
8,2,68.0,18.084
8,5,76.0,22.296
8,8,108.0,25.572
8,11,108.0,31.656
8,14,146.0,35.8
8,17,54.0,30.72
8,20,46.44,11.52
8,23,56.0,20.424
9,2,38.88,19.02
9,5,33.48,8.16
9,8,33.48,8.4
9,11,39.96,13.404
9,14,66.0,16.212
9,17,36.72,13.404
9,20,25.92,6.48
9,23,24.84,6.72
10,2,24.84,7.44
10,5,25.92,7.92
10,8,12.96,7.44
10,11,11.88,3.84
10,14,22.68,5.28
10,17,20.52,5.04
10,20,18.36,4.32
10,23,15.12,4.32
