day,hour,pm10,pm25
21,8,108.0,30.252
21,11,130.0,32.124
21,14,98.0,23.7
21,17,62.0,21.36
21,20,44.28,12.936
21,23,42.12,10.32
22,2,49.68,17.616
22,5,76.0,17.616
22,8,64.0,16.212
22,11,66.0,15.276
22,14,68.0,17.148
22,17,58.0,13.872
22,20,45.36,12.468
22,23,42.12,10.8
23,2,46.44,12.0
23,5,54.0,13.872
23,8,58.0,13.872
23,11,51.84,12.468
23,14,56.0,13.872
23,17,38.88,10.32
23,20,38.88,9.12
23,23,44.28,14.808
24,2,62.0,16.212
24,5,48.6,12.0
24,8,46.44,10.56
24,11,44.28,10.56
24,14,56.0,14.34
24,17,51.84,11.76
24,20,58.0,15.276
24,23,60.0,15.744
