day,hour,pm10,pm25
22,0,228.0,50.2
22,3,228.0,50.2
22,6,242.0,64.9
22,9,250.0,66.8
22,12,170.0,48.6
22,15,98.0,33.528
22,18,48.6,18.084
22,21,48.6,18.084
23,0,92.0,27.912
23,3,140.0,41.0
23,6,202.0,49.0
23,9,228.0,50.2
23,12,200.0,48.6
23,15,200.0,48.6
23,18,200.0,48.6
23,21,140.0,40.6
24,0,132.0,30.252
24,3,132.0,30.72
24,6,138.0,36.2
24,9,174.0,47.4
24,12,228.0,50.2
24,15,144.0,45.8
24,18,132.0,30.252
24,21,144.0,45.8
25,0,228.0,50.6
25,3,244.0,66.8
25,6,274.0,95.3
25,9,300.0,99.1
25,12,300.0,99.1
25,15,258.0,89.6
25,18,228.0,50.2
25,21,242.0,64.9
26,0,270.0,70.6
26,3,272.0,87.7
26,6,302.0,148.5
26,9,365.2,192.4
26,12,387.6,198.4
26,15,387.6,198.4
26,18,387.6,198.4
26,21,387.6,198.4
27,0,383.4,197.4
27,3,383.4,197.4
27,6,387.6,198.4
27,9,387.6,198.4
27,12,387.6,198.4
27,15,387.6,198.4
27,18,387.6,198.4
27,21,326.0,184.4
28,0,310.0,108.6
28,3,278.0,102.9
28,6,166.0,66.8
28,9,126.0,31.188
28,12,148.0,61.1
28,15,242.0,63.0
28,18,228.0,50.6
28,21,236.0,61.1
29,0,264.0,68.7
29,3,242.0,64.9
29,6,228.0,50.6
29,9,146.0,46.2
29,12,92.0,28.38
29,15,50.76,18.084
29,18,44.28,10.32
29,21,48.6,18.084
30,0,92.0,27.912
30,3,132.0,30.252
30,6,132.0,30.252
30,9,92.0,27.912
30,12,48.6,18.084
30,15,44.28,9.84
30,18,44.28,9.84
30,21,44.28,9.84
