day,hour,pm10,pm25
4,0,92.0,27.912
4,3,144.0,45.8
4,6,236.0,59.2
4,9,262.0,68.7
4,12,242.0,64.9
4,15,228.0,50.2
4,18,228.0,50.2
4,21,228.0,50.2
5,0,242.0,64.9
5,3,260.0,66.8
5,6,236.0,57.3
5,9,110.0,45.8
5,12,64.0,19.02
5,15,62.0,13.872
5,18,64.0,19.02
5,21,88.0,19.956
6,0,92.0,27.912
6,3,132.0,31.656
6,6,150.0,46.2
6,9,228.0,51.4
6,12,228.0,51.4
6,15,144.0,45.8
6,18,132.0,30.252
6,21,144.0,45.8
7,0,228.0,50.2
7,3,238.0,61.1
7,6,268.0,85.8
7,9,292.0,97.2
7,12,274.0,95.3
7,15,242.0,64.9
7,18,144.0,45.8
7,21,132.0,30.252
8,0,140.0,40.6
8,3,200.0,48.6
8,6,228.0,50.6
8,9,234.0,55.0
8,12,232.0,55.0
8,15,228.0,50.2
8,18,228.0,50.2
8,21,228.0,50.2
9,0,228.0,50.2
9,3,242.0,64.9
9,6,270.0,70.6
9,9,270.0,70.6
9,12,270.0,70.6
9,15,242.0,64.9
9,18,228.0,50.2
9,21,228.0,50.2
10,0,238.0,61.1
10,3,246.0,61.1
10,6,246.0,61.1
10,9,264.0,64.9
10,12,264.0,68.7
10,15,270.0,70.6
10,18,272.0,85.8
10,21,290.0,97.2
11,0,292.0,97.2
11,3,292.0,97.2
11,6,300.0,99.1
11,9,312.0,155.4
11,12,368.7,193.4
11,15,316.0,182.4
11,18,300.0,99.1
11,21,300.0,99.1
12,0,276.0,95.3
12,3,276.0,93.4
12,6,298.0,99.1
12,9,300.0,99.1
12,12,300.0,99.1
12,15,274.0,95.3
12,18,270.0,70.6
12,21,270.0,70.6
